Field Site,Transplant Site,Transplant Zone,Transect,Plot #,Origin Zone,Origin Site,SA - zone,SA- sitexzone,SA - site,Genotype.Origin,Genotype.ID,Genotype.Rep,Date,Julian Day,Surivial,Status,# Live Stems,max Height,Flowering.Yes
SBI,Bowens Island,Short,1,10,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 23,G,16-Aug,229,1,0,3,41.91,NA
SBI,Bowens Island,Short,1,11,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 19,E,16-Aug,229,1,0,9,39.37,NA
SBI,Bowens Island,Short,1,12,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 25,H,16-Aug,229,1,0,11,46.355,NA
SBI,Bowens Island,Short,1,13,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 9,D,16-Aug,229,1,0,12,40.64,NA
SBI,Bowens Island,Short,1,14,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 17,D,16-Aug,229,1,0,6,54.61,NA
SBI,Bowens Island,Short,1,15,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 19,B,16-Aug,229,1,0,8,35.56,NA
SBI,Bowens Island,Short,1,16,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 6,A,16-Aug,229,1,0,10,36.83,NA
SBI,Bowens Island,Short,1,17,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 11,B,16-Aug,229,1,0,6,41.275,NA
SBI,Bowens Island,Short,1,18,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 4,E,16-Aug,229,1,0,7,38.735,NA
SBI,Bowens Island,Short,1,19,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 13,E,16-Aug,229,1,0,7,45.72,NA
SBI,Bowens Island,Short,1,20,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 19,A,16-Aug,229,1,0,6,28.575,NA
SBI,Bowens Island,Short,1,21,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 12,F,16-Aug,229,1,0,5,39.37,NA
SBI,Bowens Island,Short,1,22,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 16,E,16-Aug,229,1,0,8,45.085,NA
SBI,Bowens Island,Short,1,23,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 20,H,16-Aug,229,1,0,6,30.48,NA
SBI,Bowens Island,Short,1,24,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 3,C,16-Aug,229,0,1,NA,NA,NA
SBI,Bowens Island,Short,1,25,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 2,C,16-Aug,229,1,0,4,33.02,NA
SBI,Bowens Island,Short,1,26,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 1,D,16-Aug,229,1,0,4,35.56,NA
SBI,Bowens Island,Short,1,27,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 12,C,16-Aug,229,1,0,6,38.1,NA
SBI,Bowens Island,Short,1,28,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 17,B,16-Aug,229,1,0,6,53.34,NA
SBI,Bowens Island,Short,1,29,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 7,A,16-Aug,229,1,0,1,31.75,NA
SBI,Bowens Island,Short,1,30,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 17,D,16-Aug,229,1,0,7,39.37,NA
SBI,Bowens Island,Short,2,1,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 12,F,16-Aug,229,1,0,3,52.07,NA
SBI,Bowens Island,Short,2,2,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 1,G,16-Aug,229,1,0,6,42.545,NA
SBI,Bowens Island,Short,2,3,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 22,H,16-Aug,229,1,0,10,46.99,NA
SBI,Bowens Island,Short,2,4,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 16,F,16-Aug,229,1,0,8,45.085,NA
SBI,Bowens Island,Short,2,5,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 4,B,16-Aug,229,0,1,NA,NA,NA
SBI,Bowens Island,Short,2,6,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 8,C,16-Aug,229,1,0,7,24.765,NA
SBI,Bowens Island,Short,2,7,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 6,G,16-Aug,229,1,0,8,45.085,NA
SBI,Bowens Island,Short,2,8,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 15,D,16-Aug,229,1,0,13,43.18,NA
SBI,Bowens Island,Short,2,9,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 11,A,16-Aug,229,1,0,14,44.45,NA
SBI,Bowens Island,Short,2,10,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 15,C,16-Aug,229,1,0,13,59.055,NA
SBI,Bowens Island,Short,2,11,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 20,C,16-Aug,229,1,0,14,33.655,NA
SBI,Bowens Island,Short,2,12,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 10,D,16-Aug,229,1,0,13,48.895,NA
SBI,Bowens Island,Short,2,13,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 22,E,16-Aug,229,1,0,7,36.83,NA
SBI,Bowens Island,Short,2,14,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 16,H,16-Aug,229,1,0,7,52.705,NA
SBI,Bowens Island,Short,2,15,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 7,B,16-Aug,229,1,0,9,40.005,NA
SBI,Bowens Island,Short,2,16,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 25,G,16-Aug,229,1,0,6,43.18,NA
SBI,Bowens Island,Short,2,17,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 3,C,16-Aug,229,1,0,4,32.385,NA
SBI,Bowens Island,Short,2,18,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 19,E,16-Aug,229,1,0,3,53.34,NA
SBI,Bowens Island,Short,2,19,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 7,G,16-Aug,229,1,0,8,39.37,NA
SBI,Bowens Island,Short,2,20,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 6,A,16-Aug,229,1,0,3,28.575,NA
SBI,Bowens Island,Short,2,21,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 5,E,16-Aug,229,1,0,7,50.165,NA
SBI,Bowens Island,Short,2,22,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 4,B,16-Aug,229,1,0,1,48.895,NA
SBI,Bowens Island,Short,2,23,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 20,E,16-Aug,229,1,0,6,49.53,NA
SBI,Bowens Island,Short,2,24,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 21,D,16-Aug,229,1,0,9,52.705,NA
SBI,Bowens Island,Short,2,25,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 24,F,16-Aug,229,1,0,3,55.88,NA
SBI,Bowens Island,Short,2,26,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 6,A,16-Aug,229,1,0,5,38.1,NA
SBI,Bowens Island,Short,2,27,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 13,D,16-Aug,229,0,1,NA,NA,NA
SBI,Bowens Island,Short,2,28,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 15,D,16-Aug,229,1,0,7,34.29,NA
SBI,Bowens Island,Short,2,29,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 2,C,16-Aug,229,1,0,9,54.61,NA
SBI,Bowens Island,Short,2,30,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 13,A,16-Aug,229,1,0,2,33.02,NA
SFB,Folly Beach,Short,3,1,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 13,F,16-Aug,229,1,0,3,27.94,NA
SFB,Folly Beach,Short,3,2,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 25,D,16-Aug,229,1,0,5,46.99,NA
SFB,Folly Beach,Short,3,3,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 14,B,16-Aug,229,1,0,1,31.75,NA
SFB,Folly Beach,Short,3,4,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 20,F,16-Aug,229,1,0,9,36.83,NA
SFB,Folly Beach,Short,3,5,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 6,D,16-Aug,229,1,0,5,38.735,NA
SFB,Folly Beach,Short,3,6,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 7,H,16-Aug,229,1,0,7,43.18,NA
SFB,Folly Beach,Short,3,7,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 6,G,16-Aug,229,1,0,5,31.75,NA
SFB,Folly Beach,Short,3,8,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 24,H,16-Aug,229,1,0,10,34.925,NA
SFB,Folly Beach,Short,3,9,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 20,E,16-Aug,229,1,0,2,17.145,NA
SFB,Folly Beach,Short,3,10,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 1,A,16-Aug,229,1,0,8,39.37,NA
SFB,Folly Beach,Short,3,11,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 1 ,C,16-Aug,229,1,0,9,50.165,NA
SFB,Folly Beach,Short,3,12,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 25,D,16-Aug,229,1,0,4,37.465,NA
SFB,Folly Beach,Short,3,13,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 9,G,16-Aug,229,1,0,7,35.56,NA
SFB,Folly Beach,Short,3,14,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 4,G,16-Aug,229,1,0,6,34.925,NA
SFB,Folly Beach,Short,3,15,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 17,A,16-Aug,229,1,0,7,45.72,NA
SFB,Folly Beach,Short,3,16,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 5,C,16-Aug,229,0,1,NA,NA,NA
SFB,Folly Beach,Short,3,17,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 10,D,16-Aug,229,1,0,9,39.37,NA
SFB,Folly Beach,Short,3,18,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 19,G,16-Aug,229,1,0,7,44.45,NA
SFB,Folly Beach,Short,3,19,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 22,F,16-Aug,229,1,0,3,36.83,NA
SFB,Folly Beach,Short,3,20,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 4,C,16-Aug,229,1,0,3,43.18,NA
SFB,Folly Beach,Short,3,21,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 10,C,16-Aug,229,1,0,4,47.625,NA
SFB,Folly Beach,Short,3,22,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 5,C,16-Aug,229,1,0,7,45.085,NA
SFB,Folly Beach,Short,3,23,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 12,A,16-Aug,229,1,0,5,23.495,NA
SFB,Folly Beach,Short,3,24,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 11,E,16-Aug,229,1,0,6,35.56,NA
SFB,Folly Beach,Short,3,25,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 16,C,16-Aug,229,1,0,11,48.26,NA
SFB,Folly Beach,Short,3,26,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 15,F,16-Aug,229,0,1,NA,NA,NA
SFB,Folly Beach,Short,3,27,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 15,A,16-Aug,229,1,0,6,24.13,NA
SFB,Folly Beach,Short,3,28,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 8,G,16-Aug,229,1,0,1,27.94,NA
SFB,Folly Beach,Short,3,29,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 16,H,16-Aug,229,1,0,8,36.83,NA
SFB,Folly Beach,Short,3,30,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 9,H,16-Aug,229,0,1,NA,NA,NA
SFB,Folly Beach,Short,4,1,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 1 ,F,16-Aug,229,1,0,4,55.88,NA
SFB,Folly Beach,Short,4,2,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 3,G,16-Aug,229,1,0,12,60.96,NA
SFB,Folly Beach,Short,4,3,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 16,D,16-Aug,229,1,0,5,30.48,NA
SFB,Folly Beach,Short,4,4,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 2,F,16-Aug,229,1,0,1,30.48,NA
SFB,Folly Beach,Short,4,5,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 21,H,16-Aug,229,1,0,7,50.8,NA
SFB,Folly Beach,Short,4,6,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 7,H,16-Aug,229,1,0,5,41.275,NA
SFB,Folly Beach,Short,4,7,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 20,H,16-Aug,229,1,0,4,42.545,NA
SFB,Folly Beach,Short,4,8,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 6,B,16-Aug,229,1,0,13,41.91,NA
SFB,Folly Beach,Short,4,9,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 4,G,16-Aug,229,1,0,3,54.61,NA
SFB,Folly Beach,Short,4,10,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 15,A,16-Aug,229,1,0,6,53.34,NA
SFB,Folly Beach,Short,4,11,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 17,F,16-Aug,229,1,0,4,49.53,NA
SFB,Folly Beach,Short,4,12,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 19,B,16-Aug,229,1,0,3,39.37,NA
SFB,Folly Beach,Short,4,13,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 3,G,16-Aug,229,1,0,6,35.56,NA
SFB,Folly Beach,Short,4,14,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 19,A,16-Aug,229,1,0,4,25.4,NA
SFB,Folly Beach,Short,4,15,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 7,D,16-Aug,229,1,0,3,45.72,NA
SFB,Folly Beach,Short,4,16,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 19,C,16-Aug,229,1,0,6,40.005,NA
SFB,Folly Beach,Short,4,17,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 13,F,16-Aug,229,0,1,NA,NA,NA
SFB,Folly Beach,Short,4,18,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 6,C,16-Aug,229,1,0,5,34.29,NA
SFB,Folly Beach,Short,4,19,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 11,H,16-Aug,229,1,0,10,41.275,NA
SFB,Folly Beach,Short,4,20,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 9,E,16-Aug,229,1,0,5,29.21,NA
SFB,Folly Beach,Short,4,21,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 2 ,E,16-Aug,229,1,0,12,55.88,NA
SFB,Folly Beach,Short,4,22,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 17,C,16-Aug,229,1,0,3,34.925,NA
SFB,Folly Beach,Short,4,23,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 13,C,16-Aug,229,1,0,5,46.355,NA
SFB,Folly Beach,Short,4,24,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 9,C,16-Aug,229,0,1,NA,NA,NA
SFB,Folly Beach,Short,4,25,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 22,D,16-Aug,229,1,0,9,31.75,NA
SFB,Folly Beach,Short,4,26,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 12,A,16-Aug,229,1,0,6,45.72,NA
SFB,Folly Beach,Short,4,27,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 12,D,16-Aug,229,1,0,4,26.67,NA
SFB,Folly Beach,Short,4,28,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 25,B,16-Aug,229,1,0,10,43.18,NA
SFB,Folly Beach,Short,4,29,Short,FB,sympatric,sympatric,sympatric,SFB,SFB 23,B,16-Aug,229,1,0,8,39.37,NA
SFB,Folly Beach,Short,4,30,Tall,FB,allopatric,allopatric,sympatric,TFB,TFB 1,B,16-Aug,229,1,0,8,66.04,NA
SFJ,Fort Johnson,Short,5,1,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 20,D,16-Aug,229,1,0,6,27.94,NA
SFJ,Fort Johnson,Short,5,2,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 1,A,16-Aug,229,1,0,9,40.132,NA
SFJ,Fort Johnson,Short,5,3,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 13,A,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,5,4,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 9,C,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,5,5,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 25,H,16-Aug,229,1,0,2,30.48,NA
SFJ,Fort Johnson,Short,5,6,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 4,D,16-Aug,229,1,0,8,41.148,NA
SFJ,Fort Johnson,Short,5,7,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 1,C,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,5,8,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 6,E,16-Aug,229,1,0,7,28.448,NA
SFJ,Fort Johnson,Short,5,9,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 15,B,16-Aug,229,1,0,3,25.4,NA
SFJ,Fort Johnson,Short,5,10,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 22,F,16-Aug,229,1,0,2,20.828,NA
SFJ,Fort Johnson,Short,5,11,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 5,D,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,5,12,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 14,C,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,5,13,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 10,A,16-Aug,229,1,0,3,16.764,NA
SFJ,Fort Johnson,Short,5,14,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 16,G ,16-Aug,229,1,0,5,39.624,NA
SFJ,Fort Johnson,Short,5,15,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 24,D,16-Aug,229,1,0,2,27.94,NA
SFJ,Fort Johnson,Short,5,16,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 7,C,16-Aug,229,1,0,1,15.748,NA
SFJ,Fort Johnson,Short,5,17,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 8,F,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,5,18,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 6,A,16-Aug,229,1,0,6,40.894,NA
SFJ,Fort Johnson,Short,5,19,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 5,G ,16-Aug,229,1,0,4,38.354,NA
SFJ,Fort Johnson,Short,5,20,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 13,F,16-Aug,229,1,0,6,57.15,NA
SFJ,Fort Johnson,Short,5,21,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 11,C,16-Aug,229,1,0,11,36.83,NA
SFJ,Fort Johnson,Short,5,22,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 20,C,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,5,23,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 3,A,16-Aug,229,1,0,7,40.64,NA
SFJ,Fort Johnson,Short,5,24,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 25,C,16-Aug,229,1,0,10,29.972,NA
SFJ,Fort Johnson,Short,5,25,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 1,A,16-Aug,229,1,0,10,55.88,NA
SFJ,Fort Johnson,Short,5,26,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 4,D,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,5,27,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 4,A,16-Aug,229,1,0,6,37.338,NA
SFJ,Fort Johnson,Short,5,28,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 12,F,16-Aug,229,1,0,9,35.814,NA
SFJ,Fort Johnson,Short,5,29,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 6,G,16-Aug,229,NA,NA,NA,NA,NA
SFJ,Fort Johnson,Short,5,30,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 9,D,16-Aug,229,NA,NA,NA,NA,NA
SFJ,Fort Johnson,Short,6,1,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 7,E,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,6,2,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 17,F,16-Aug,229,1,0,6,44.958,NA
SFJ,Fort Johnson,Short,6,3,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 15,E,16-Aug,229,1,0,7,31.242,NA
SFJ,Fort Johnson,Short,6,4,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 6,F,16-Aug,229,1,0,7,41.148,NA
SFJ,Fort Johnson,Short,6,5,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 12,B,16-Aug,229,1,0,4,55.88,NA
SFJ,Fort Johnson,Short,6,6,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 9,E,16-Aug,229,1,0,13,35.56,NA
SFJ,Fort Johnson,Short,6,7,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 23,E,16-Aug,229,1,0,8,52.324,NA
SFJ,Fort Johnson,Short,6,8,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 9,E,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,6,9,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 3,D,16-Aug,229,1,0,11,35.56,NA
SFJ,Fort Johnson,Short,6,10,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 16,G,16-Aug,229,1,0,7,65.024,NA
SFJ,Fort Johnson,Short,6,11,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 19,A,16-Aug,229,1,0,10,37.338,NA
SFJ,Fort Johnson,Short,6,12,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 17,F,16-Aug,229,1,0,6,28.448,NA
SFJ,Fort Johnson,Short,6,13,Short,FJ,sympatric,sympatric,sympatric,SFJ,SFJ 12,C,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,6,14,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 19,H,16-Aug,229,1,0,5,41.656,NA
SFJ,Fort Johnson,Short,6,15,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 1 ,B,16-Aug,229,1,0,5,42.418,NA
SFJ,Fort Johnson,Short,6,16,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 19,H,16-Aug,229,1,0,3,37.084,NA
SFJ,Fort Johnson,Short,6,17,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 15,F,16-Aug,229,1,0,12,48.768,NA
SFJ,Fort Johnson,Short,6,18,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 21,E,16-Aug,229,1,0,10,42.164,NA
SFJ,Fort Johnson,Short,6,19,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 16,H,16-Aug,229,1,0,3,29.718,NA
SFJ,Fort Johnson,Short,6,20,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 13,C,16-Aug,229,1,0,7,47.244,NA
SFJ,Fort Johnson,Short,6,21,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 2,B,16-Aug,229,1,0,7,33.274,NA
SFJ,Fort Johnson,Short,6,22,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 2 ,H,16-Aug,229,1,0,5,40.64,NA
SFJ,Fort Johnson,Short,6,23,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 10,G ,16-Aug,229,1,0,5,41.148,NA
SFJ,Fort Johnson,Short,6,24,Tall,FJ,allopatric,allopatric,sympatric,TFJ,TFJ 20,H,16-Aug,229,1,0,4,24.13,NA
SFJ,Fort Johnson,Short,6,25,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 11,H,16-Aug,229,1,0,9,31.75,NA
SFJ,Fort Johnson,Short,6,26,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 17,B,16-Aug,229,1,0,8,58.42,NA
SFJ,Fort Johnson,Short,6,27,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 25,E,16-Aug,229,0,1,NA,NA,NA
SFJ,Fort Johnson,Short,6,28,Tall,BI,allopatric,allopatric,allopatric,TBI,TBI 22,E,16-Aug,229,1,0,13,29.21,NA
SFJ,Fort Johnson,Short,6,29,Short,BI,sympatric,allopatric,allopatric,SBI,SBI 7,B,16-Aug,229,1,0,2,27.94,NA
SFJ,Fort Johnson,Short,6,30,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 19,G,16-Aug,229,1,0,3,25.4,NA
TFB,Folly Beach,Tall,7,1,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 9,E,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,2,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 3,B,16-Aug,229,1,0,2,26.67,NA
TFB,Folly Beach,Tall,7,3,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 5,F,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,4,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 12,D,16-Aug,229,1,0,1,36.83,NA
TFB,Folly Beach,Tall,7,5,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 7,G,16-Aug,229,1,0,1,41.91,NA
TFB,Folly Beach,Tall,7,6,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 12,C,16-Aug,229,1,0,2,54.61,NA
TFB,Folly Beach,Tall,7,7,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 4,E,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,8,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 7,F,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,9,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 19,B,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,10,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 22,H,16-Aug,229,1,0,2,25.4,NA
TFB,Folly Beach,Tall,7,11,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 19,A,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,12,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 20,G,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,13,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 17,E,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,14,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 4,Z,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,15,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 10,F,16-Aug,229,0,1,NA,NA,NA
